student_id,math_score,science_score,english_score,cs_score,prog_skill,web_dev_skill,db_skill,networking_skill,ml_skill,mobile_skill,cloud_skill,data_analysis_skill,communication,teamwork,leadership,adaptability,problem_solving,interest_tech,interest_mgmt,interest_science,interest_design,interest_health,interest_finance,interest_edu,personality_score,career_label
559,94.7,94.8,63.6,76.9,3,2,2,1,3,3,2,2,3,3,1,3,4,1,0,1,0,0,0,0,0.6502682609718977,AI/ML Engineer
560,91.0,91.7,53.7,75.5,3,1,0,0,2,1,3,3,3,3,1,4,4,1,0,1,0,0,0,0,0.5576398905389445,AI/ML Engineer
561,90.1,86.3,78.9,97.0,3,2,1,1,3,0,3,3,3,2,2,3,4,1,1,1,0,0,1,0,0.4232498117555345,AI/ML Engineer
562,95.0,91.1,68.1,79.9,3,1,1,1,3,1,3,3,2,4,3,3,4,0,0,1,0,0,0,0,0.4298371457055267,AI/ML Engineer
563,89.1,71.9,82.9,77.1,3,2,1,0,3,0,3,3,3,2,1,2,5,1,0,1,0,0,0,0,0.4226954872524706,AI/ML Engineer
564,95.4,74.2,62.1,88.1,3,2,1,1,3,0,2,3,3,2,3,2,4,1,0,1,0,0,0,0,0.46826453391958517,AI/ML Engineer
565,91.9,80.3,41.4,83.4,3,1,2,2,3,0,2,3,2,4,2,2,4,1,0,1,1,0,0,0,0.2899539815351172,AI/ML Engineer
566,94.2,84.1,67.8,82.6,3,1,1,1,3,1,2,3,4,3,2,4,4,1,0,1,0,0,1,0,0.2932249503239942,AI/ML Engineer
567,94.2,83.2,68.4,82.2,3,2,0,0,3,0,1,3,2,2,4,3,4,1,0,0,0,0,0,0,0.48273226173992956,AI/ML Engineer
568,95.8,83.6,69.4,89.5,3,2,1,1,3,0,1,3,3,2,3,3,4,1,0,1,0,0,0,0,0.5825161955021827,AI/ML Engineer
569,92.4,87.7,100.0,98.8,3,0,1,0,3,0,1,3,2,3,1,3,4,1,1,1,0,0,1,0,0.4120422012112341,AI/ML Engineer
570,100.0,100.0,60.1,95.8,3,2,2,0,3,0,3,3,3,4,1,3,4,1,0,1,0,0,1,0,0.551566518787795,AI/ML Engineer
571,87.0,91.1,62.3,87.4,3,1,0,2,3,0,2,3,4,3,3,4,4,1,0,1,0,0,0,0,0.3959270669507156,AI/ML Engineer
572,84.3,85.8,64.1,99.4,3,1,0,0,3,1,2,2,3,3,3,3,4,0,0,1,0,0,0,0,0.580106976225945,AI/ML Engineer
573,86.0,82.1,28.0,91.2,3,2,1,2,3,1,3,3,4,3,2,4,3,1,0,1,0,0,0,0,0.35733673126187754,AI/ML Engineer
574,88.5,100.0,52.8,82.3,3,0,1,1,3,1,1,3,2,3,1,3,4,1,0,1,1,0,0,0,0.6303272810702085,AI/ML Engineer
575,96.3,89.2,57.7,91.4,3,1,0,2,3,1,2,3,3,4,3,3,4,1,0,1,0,0,0,0,0.42834451856486827,AI/ML Engineer
576,100.0,81.2,41.9,90.9,3,0,1,1,3,2,2,2,4,4,3,3,4,1,0,1,0,0,0,0,0.3845022141955031,AI/ML Engineer
577,78.6,88.0,58.6,76.1,3,1,1,1,3,0,3,3,3,2,1,3,4,1,0,1,0,0,0,0,0.6830062798086474,AI/ML Engineer
578,94.3,94.7,60.1,100.0,3,1,1,0,3,0,3,3,3,4,3,3,3,1,0,1,0,0,0,0,0.20646972885446527,AI/ML Engineer
579,87.8,91.9,73.4,99.8,3,2,1,2,3,0,3,3,2,3,3,4,4,1,0,1,0,0,0,0,0.48518101458814356,AI/ML Engineer
580,92.1,84.9,71.6,83.4,3,1,0,2,3,1,2,3,4,2,1,3,3,1,0,1,0,0,0,0,0.42219167704505745,AI/ML Engineer
581,93.7,88.0,68.3,87.6,3,0,2,2,3,1,2,2,3,2,1,2,4,1,0,1,0,0,0,0,0.3305064459024826,AI/ML Engineer
582,88.6,78.0,64.3,89.8,3,1,0,1,3,2,2,3,4,3,2,3,3,1,0,1,0,0,0,0,0.44132897027119644,AI/ML Engineer
583,91.2,89.5,63.0,82.9,3,1,1,1,3,0,2,3,2,4,1,3,4,1,0,1,0,0,1,0,0.3758858537417049,AI/ML Engineer
584,89.4,70.2,79.2,88.7,2,2,1,3,3,0,2,3,3,4,1,3,4,1,0,0,0,0,0,0,0.3947878523392776,AI/ML Engineer
585,100.0,95.5,78.8,85.5,3,0,1,1,3,1,1,3,4,3,2,3,5,1,0,1,0,0,0,0,0.4352411578035016,AI/ML Engineer
586,78.5,94.4,62.1,81.0,3,1,0,0,3,0,2,3,4,4,2,3,5,1,0,1,0,0,0,1,0.5772139093272264,AI/ML Engineer
587,100.0,83.3,66.6,86.1,2,1,1,1,3,0,2,3,4,2,3,3,4,1,0,1,0,0,0,0,0.3507036603043074,AI/ML Engineer
588,87.0,87.8,60.3,88.0,3,1,0,0,3,0,3,3,4,2,1,2,4,1,1,1,0,0,0,0,0.4329033637561343,AI/ML Engineer
589,96.6,100.0,75.8,90.6,3,2,3,1,2,0,3,3,3,2,1,3,4,1,0,1,0,0,0,0,0.3602111941629361,AI/ML Engineer
590,90.2,86.2,64.8,94.9,3,1,1,0,3,2,2,3,4,4,2,2,5,1,0,1,0,0,0,1,0.52218514799925,AI/ML Engineer
591,94.5,85.6,67.1,86.6,3,2,0,0,3,1,2,3,3,3,3,3,4,1,0,1,0,0,1,0,0.4547278158069692,AI/ML Engineer
592,95.8,88.3,43.2,90.5,3,0,0,0,3,0,1,3,3,3,2,2,4,1,0,1,0,0,0,0,0.7771487234009011,AI/ML Engineer
593,84.5,76.6,60.9,87.5,3,1,1,1,3,0,1,3,2,4,2,2,4,1,0,1,0,0,0,0,0.6427824876220676,AI/ML Engineer
594,88.9,96.2,72.0,95.0,3,2,2,1,3,0,1,3,3,3,1,3,4,1,0,1,0,1,0,0,0.37567255601167227,AI/ML Engineer
595,98.5,79.2,54.5,82.0,3,1,1,0,3,0,2,3,2,3,4,3,4,1,0,1,0,0,0,0,0.5039492355486552,AI/ML Engineer
596,89.2,76.4,50.5,93.6,2,0,2,1,3,0,2,2,2,2,2,3,4,0,0,1,0,0,0,0,0.408184225587465,AI/ML Engineer
597,87.3,81.2,62.2,84.1,2,1,1,2,3,0,0,3,4,3,4,3,4,1,0,1,0,0,0,0,0.21553453791276092,AI/ML Engineer
598,85.9,87.9,56.8,90.5,3,2,1,1,3,0,2,3,3,3,3,2,3,1,0,0,0,0,0,0,0.39877856948016044,AI/ML Engineer
599,95.5,82.2,88.3,93.9,3,1,2,1,3,1,1,3,3,3,2,4,3,1,0,1,0,0,0,0,0.6388328082948704,AI/ML Engineer
600,97.3,78.6,56.0,88.4,3,1,0,2,3,0,2,2,3,3,1,2,4,1,0,1,0,0,0,0,0.4474460040457892,AI/ML Engineer
601,85.0,84.0,55.0,92.8,3,2,2,1,3,0,2,3,4,4,3,4,4,1,0,1,0,0,0,0,0.5026883883502065,AI/ML Engineer
602,92.8,90.7,71.2,79.8,3,1,1,2,3,1,2,3,4,2,2,3,4,1,0,1,0,0,0,0,0.5686199250188044,AI/ML Engineer
603,100.0,82.4,75.1,97.8,3,1,1,1,3,1,2,3,3,4,2,2,4,1,0,1,0,0,0,0,0.56217311646187,AI/ML Engineer
604,87.4,90.2,79.3,98.7,3,2,1,1,3,1,3,3,1,2,1,2,4,1,0,1,1,0,0,1,0.45069273383856917,AI/ML Engineer
605,92.9,78.9,82.7,76.4,3,1,0,1,3,0,2,3,3,3,3,3,4,1,0,1,0,0,1,0,0.5078719475331983,AI/ML Engineer
606,91.9,86.4,64.5,100.0,2,0,0,1,3,0,2,3,3,4,3,2,4,1,0,1,0,0,0,0,0.40115019220912174,AI/ML Engineer
607,84.7,83.0,56.8,73.4,3,1,2,2,3,0,2,3,3,3,1,2,4,1,1,0,0,0,0,0,0.4526270243908178,AI/ML Engineer
608,96.8,82.1,56.9,80.7,3,1,1,1,3,1,2,2,4,3,3,4,4,1,0,1,1,0,0,0,0.4010846375162763,AI/ML Engineer
609,100.0,87.0,54.8,83.3,3,1,0,2,3,0,2,3,4,2,2,3,4,1,0,1,0,0,0,0,0.2254631080092026,AI/ML Engineer
610,87.9,82.5,53.2,96.5,3,1,2,0,3,0,2,3,2,3,1,3,4,1,0,1,0,0,1,0,0.347039172026188,AI/ML Engineer
611,87.4,93.4,45.2,81.9,3,1,1,2,3,0,2,3,4,3,3,4,4,1,0,0,0,0,0,0,0.27828707219866655,AI/ML Engineer
612,88.4,85.6,39.5,81.5,3,1,1,1,3,1,2,3,3,4,2,5,4,1,0,0,0,0,0,0,0.6845228411126616,AI/ML Engineer
613,86.9,88.9,74.3,79.5,3,2,0,0,3,0,2,3,3,4,1,2,4,1,0,1,0,0,0,0,0.4034398254147617,AI/ML Engineer
614,92.2,97.6,70.2,92.9,3,0,1,1,3,0,1,3,2,4,2,3,4,1,0,1,0,0,0,0,0.23370219600777598,AI/ML Engineer
615,93.9,94.5,79.7,98.7,3,1,2,1,3,0,3,3,3,2,2,2,3,1,1,1,0,0,0,1,0.23041926588994252,AI/ML Engineer
616,89.3,92.8,62.5,100.0,3,1,1,2,3,0,2,3,2,3,3,2,3,1,0,1,1,0,0,1,0.20336680196148885,AI/ML Engineer
617,99.9,72.1,82.9,86.0,3,1,0,1,3,0,2,2,3,2,2,3,4,1,0,1,0,0,0,0,0.4575645424501567,AI/ML Engineer
618,90.0,77.3,68.5,98.5,3,0,1,0,3,1,3,3,4,4,3,2,3,0,0,1,0,0,1,0,0.6275235246656283,AI/ML Engineer
619,90.5,97.1,91.5,89.0,3,1,0,2,3,1,3,3,4,5,2,2,3,1,0,1,0,0,0,0,0.7567023383145384,AI/ML Engineer
620,88.6,83.3,59.4,71.9,3,1,1,1,3,0,2,3,3,2,3,2,4,1,0,1,0,0,0,0,0.42612278495841527,AI/ML Engineer
621,99.5,75.8,36.2,76.7,2,2,1,0,3,0,2,3,3,2,3,4,4,1,0,1,0,0,0,0,0.7466331283021159,AI/ML Engineer
622,85.4,84.0,51.4,78.7,3,1,1,1,3,0,3,3,3,3,1,2,4,1,1,1,0,0,0,0,0.5433092676459025,AI/ML Engineer
623,93.7,78.8,78.2,76.4,3,1,1,2,3,1,2,3,4,3,1,3,5,1,0,0,0,0,0,0,0.6278156672484574,AI/ML Engineer
624,94.5,86.8,77.8,81.1,3,2,2,2,3,0,2,3,3,4,3,3,3,1,0,1,0,0,0,0,0.41046385841920985,AI/ML Engineer
625,95.3,95.1,70.8,93.1,3,1,1,0,3,0,3,3,3,2,3,3,4,1,1,1,0,0,1,0,0.29804657217467667,AI/ML Engineer
626,96.4,68.5,77.3,97.2,2,2,2,1,3,0,2,3,3,4,2,3,3,1,0,1,0,0,0,0,0.24793947814631195,AI/ML Engineer
627,80.5,65.0,65.8,85.2,2,1,2,2,2,1,3,2,2,3,3,4,3,1,0,1,0,1,0,0,0.4861769275423402,Cybersecurity Analyst
628,56.5,75.6,74.3,81.1,2,0,2,2,1,0,2,2,3,4,4,3,4,1,0,0,0,0,0,0,0.6482091029955453,Cybersecurity Analyst
629,84.0,75.7,53.4,84.0,2,1,2,3,1,1,3,2,3,2,3,4,5,1,0,1,0,0,0,1,0.4870317814954967,Cybersecurity Analyst
630,83.4,84.1,69.8,78.7,2,1,2,3,1,0,2,2,4,4,4,4,3,1,0,0,1,0,0,0,0.5220211682593326,Cybersecurity Analyst
631,80.0,82.0,80.7,87.8,2,2,2,3,2,1,2,1,3,2,2,4,4,1,0,1,0,0,1,0,0.38224437776726494,Cybersecurity Analyst
632,99.0,55.2,81.5,81.2,1,2,2,3,1,1,2,0,2,3,4,5,4,1,0,0,0,0,1,0,0.50892323255429,Cybersecurity Analyst
633,84.3,77.2,50.1,85.7,3,0,2,3,2,1,2,2,2,3,3,4,4,1,0,1,0,0,0,0,0.2885072699633008,Cybersecurity Analyst
634,66.5,78.5,79.6,92.5,3,1,2,3,1,2,2,3,3,3,2,4,4,1,0,0,0,0,0,0,0.6133562657601548,Cybersecurity Analyst
635,63.7,66.2,52.8,100.0,1,1,3,3,2,1,3,3,3,3,3,4,4,1,0,0,0,0,1,0,0.6768311990402298,Cybersecurity Analyst
636,92.2,71.1,61.9,73.5,2,2,2,3,2,1,2,2,3,3,2,5,4,1,0,0,0,0,0,0,0.26221895746902457,Cybersecurity Analyst
637,84.0,55.0,71.1,90.9,2,1,1,2,1,2,1,3,3,2,2,4,4,1,0,1,1,0,0,0,0.28306305348626415,Cybersecurity Analyst
638,80.7,78.5,62.6,84.4,2,0,1,3,0,0,2,2,3,4,2,4,4,1,0,0,1,0,1,0,0.521617988648388,Cybersecurity Analyst
639,58.9,76.3,83.0,97.9,2,0,1,3,0,1,2,2,3,3,1,4,3,1,0,1,0,0,0,0,0.5898327109636492,Cybersecurity Analyst
640,86.4,71.9,74.0,84.7,1,0,1,3,0,2,1,3,4,4,2,4,4,1,0,0,0,0,1,0,0.3470081718711826,Cybersecurity Analyst
641,66.8,62.5,65.8,81.1,2,3,1,3,1,2,2,2,3,3,3,3,4,1,1,0,0,0,0,0,0.30801747544388136,Cybersecurity Analyst
642,85.6,76.7,54.3,87.5,3,2,2,3,2,0,2,1,4,3,3,4,4,0,1,0,0,0,0,0,0.5183075048077999,Cybersecurity Analyst
643,73.9,80.7,57.3,88.1,1,1,0,3,1,0,1,2,4,2,3,5,4,0,0,0,1,0,0,0,0.49205775581454825,Cybersecurity Analyst
644,92.9,75.6,49.7,78.0,1,1,3,3,1,0,2,3,3,4,3,3,4,1,1,0,0,0,0,0,0.46561930406062046,Cybersecurity Analyst
645,89.5,79.1,54.5,90.3,2,1,2,3,3,1,3,2,4,4,3,5,4,1,0,0,0,0,0,0,0.4069168587497667,Cybersecurity Analyst
646,77.9,71.9,68.8,88.5,2,1,2,3,1,2,2,2,3,3,4,5,4,1,0,0,0,0,0,0,0.47173728680743815,Cybersecurity Analyst
647,75.9,61.3,74.3,87.7,2,1,2,3,2,2,1,1,2,4,4,4,4,1,0,1,0,0,1,0,0.7551646999710131,Cybersecurity Analyst
648,91.0,71.6,68.3,93.0,0,1,3,3,1,1,3,2,3,4,4,4,5,1,0,1,0,0,0,0,0.47990203891266875,Cybersecurity Analyst
649,70.4,71.2,42.4,86.4,1,2,2,3,1,0,2,3,1,3,3,4,5,0,1,0,0,0,0,0,0.3114148312615673,Cybersecurity Analyst
650,78.4,82.3,55.9,87.3,2,0,3,3,0,1,2,1,2,4,4,3,4,1,0,1,0,0,0,0,0.4626775655412553,Cybersecurity Analyst
651,72.5,78.8,67.1,92.4,1,0,2,3,1,1,2,2,2,3,2,4,3,0,0,0,0,0,0,0,0.49042171743316176,Cybersecurity Analyst
652,76.1,79.7,58.0,88.7,3,0,1,2,1,2,3,3,4,3,4,4,4,1,0,0,0,0,0,0,0.7370157013575858,Cybersecurity Analyst
653,70.4,77.7,80.1,82.2,2,0,3,3,0,0,2,3,2,4,3,4,4,1,0,0,0,0,1,0,0.48288884510266883,Cybersecurity Analyst
654,63.3,54.0,63.3,76.9,2,2,2,3,1,3,3,2,3,2,3,4,4,1,0,0,0,0,0,0,0.34045326432815026,Cybersecurity Analyst
655,96.5,75.2,62.3,88.8,2,0,3,3,2,1,2,3,4,4,3,4,4,1,0,0,0,0,0,0,0.5606193130087802,Cybersecurity Analyst
656,71.9,76.0,59.5,80.3,3,2,1,3,0,1,1,2,3,2,2,4,4,1,0,0,0,0,0,0,0.6262088401358592,Cybersecurity Analyst
657,76.0,47.3,57.2,91.4,3,1,3,3,1,2,3,3,2,3,3,4,4,1,0,1,0,0,0,1,0.603086521750342,Cybersecurity Analyst
658,86.3,52.9,32.6,86.7,3,1,2,3,2,0,2,1,2,4,4,4,3,1,0,0,0,0,1,0,0.4170083640646951,Cybersecurity Analyst
659,68.6,65.7,68.4,84.9,1,1,1,3,0,1,3,1,4,4,1,4,3,1,0,0,0,0,0,0,0.46226873316435807,Cybersecurity Analyst
660,85.7,43.4,81.7,84.1,2,1,2,3,1,1,1,2,5,3,4,4,4,1,0,1,0,0,0,0,0.2994821363063327,Cybersecurity Analyst
661,80.2,92.2,74.9,65.7,3,0,2,3,3,2,2,2,3,4,3,3,4,1,0,0,0,0,0,0,0.47932773054348127,Cybersecurity Analyst
662,77.7,60.6,52.4,89.5,2,2,2,3,0,1,2,1,4,3,3,4,4,1,0,0,0,0,0,0,0.6905041736059633,Cybersecurity Analyst
663,80.4,75.8,63.5,91.2,2,1,1,3,0,1,2,2,3,3,3,4,3,1,0,1,0,1,0,0,0.3924419031465861,Cybersecurity Analyst
664,89.8,81.0,60.0,95.8,3,1,3,3,1,0,1,2,3,3,3,3,4,1,0,0,0,0,0,0,0.6142630254096502,Cybersecurity Analyst
665,70.6,73.5,73.9,80.9,2,0,2,3,1,1,2,1,4,2,3,4,4,1,0,1,0,0,0,0,0.4909656381571115,Cybersecurity Analyst
666,74.6,78.4,82.1,70.3,2,1,2,3,1,1,2,3,4,3,4,4,4,1,1,0,0,0,0,0,0.6479799944903619,Cybersecurity Analyst
667,68.7,63.9,35.9,73.8,2,1,3,3,1,1,2,0,2,3,3,4,4,1,0,0,0,0,0,0,0.6206109423704244,Cybersecurity Analyst
668,74.3,67.7,81.6,83.9,3,1,1,2,1,2,2,3,3,3,3,4,4,1,1,0,0,0,0,0,0.4774242842117686,Cybersecurity Analyst
669,93.7,55.3,90.5,84.0,1,2,2,3,1,0,2,2,2,3,2,3,4,1,0,1,1,0,1,0,0.3005490151184682,Cybersecurity Analyst
670,82.0,63.1,61.8,83.5,2,2,2,3,2,2,2,2,3,4,3,3,4,1,0,0,0,0,0,0,0.7034452925082517,Cybersecurity Analyst
671,100.0,50.1,79.9,90.9,2,2,3,2,2,0,1,2,4,3,3,5,4,1,0,0,0,0,0,1,0.3032344930603986,Cybersecurity Analyst
672,60.5,71.5,70.1,78.9,3,1,3,3,2,0,1,3,3,3,3,4,4,1,0,0,0,0,0,0,0.2634344916635187,Cybersecurity Analyst
673,100.0,69.9,93.5,96.9,2,0,2,3,1,1,2,2,2,3,3,4,4,1,1,0,0,0,1,0,0.2963400340168455,Cybersecurity Analyst
674,84.4,62.5,82.2,80.2,2,0,3,3,2,1,2,1,2,4,3,3,3,1,0,0,0,0,0,0,0.5752369381820484,Cybersecurity Analyst
675,94.4,67.6,84.3,83.8,1,1,1,3,1,1,1,2,3,3,3,4,5,1,0,0,0,0,0,1,0.658209281437659,Cybersecurity Analyst
676,74.6,40.6,81.1,79.3,3,2,2,3,2,1,3,2,4,3,3,4,4,1,0,1,0,0,0,0,0.6405990042431535,Cybersecurity Analyst
677,84.2,77.6,63.9,91.7,3,0,1,3,0,1,2,3,3,4,3,4,5,1,0,0,0,0,0,0,0.3197929292450639,Cybersecurity Analyst
678,80.8,58.9,63.7,68.0,1,0,2,3,0,0,3,2,3,4,3,4,4,1,0,0,0,0,0,0,0.24696641655782373,Cybersecurity Analyst
679,82.1,91.8,64.2,91.4,2,1,3,3,0,1,3,2,2,2,3,4,4,1,0,1,0,0,0,0,0.8512970701404152,Cybersecurity Analyst
680,62.1,76.2,84.6,90.6,3,1,3,3,1,1,2,1,2,4,2,4,3,1,0,0,0,0,0,0,0.35271686114780804,Cybersecurity Analyst
681,82.5,63.6,70.2,90.9,2,0,2,3,2,0,3,2,4,3,2,4,4,1,0,0,0,0,1,0,0.27175613527727216,Cybersecurity Analyst
682,66.1,68.0,84.0,82.7,3,2,2,3,0,2,2,2,4,3,2,4,4,1,0,1,0,0,0,0,0.7061351180710477,Cybersecurity Analyst
683,93.2,65.4,83.4,100.0,2,2,2,3,1,2,3,2,4,4,4,4,4,1,0,1,0,0,1,0,0.3581427967964942,Cybersecurity Analyst
684,78.9,72.8,82.8,97.0,1,1,0,3,2,0,2,1,3,3,3,4,4,1,0,1,0,0,0,0,0.3318834098895245,Cybersecurity Analyst
685,71.0,56.7,69.4,94.2,2,2,3,3,0,2,2,2,3,3,2,4,4,1,0,0,0,0,0,0,0.062442566430285174,Cybersecurity Analyst
686,69.4,63.3,83.7,98.0,1,0,1,3,1,1,2,2,2,3,2,5,4,1,1,0,1,0,0,1,0.2750305093445301,Cybersecurity Analyst
687,94.8,75.5,60.4,100.0,2,1,3,3,2,0,3,2,4,4,2,5,3,1,0,1,0,0,0,0,0.32292234671276576,Cybersecurity Analyst
688,77.6,94.7,79.9,89.4,2,0,2,2,1,2,3,2,5,4,3,5,4,1,0,0,0,0,0,0,0.5180873579002206,Cybersecurity Analyst
689,96.8,60.0,75.5,93.4,2,0,2,3,0,1,1,0,4,3,4,4,4,0,0,0,0,0,0,0,0.4675229009843387,Cybersecurity Analyst
690,65.8,73.3,74.3,84.3,3,1,2,3,1,1,2,2,4,4,2,5,4,1,0,0,0,0,0,0,0.3460382099092526,Cybersecurity Analyst
691,69.8,57.7,68.7,93.3,1,2,2,3,0,2,2,2,2,3,3,4,4,1,0,1,0,0,0,0,0.24987285589691677,Cybersecurity Analyst
692,54.2,76.5,52.6,78.5,3,1,1,2,1,1,3,0,3,4,3,3,4,1,0,0,0,0,0,0,0.4856122966070195,Cybersecurity Analyst
693,68.3,79.1,70.0,87.8,2,2,0,2,1,0,2,2,2,3,3,5,4,1,0,0,0,0,0,0,0.39374127057189445,Cybersecurity Analyst
694,81.2,55.8,48.5,95.1,2,0,1,3,1,2,2,1,4,3,4,5,4,1,0,0,0,0,0,0,0.3130165415284409,Cybersecurity Analyst
695,88.9,78.5,67.8,89.8,3,2,3,3,0,1,2,2,4,3,4,3,4,1,0,0,0,0,1,0,0.36022194117239575,Cybersecurity Analyst
696,100.0,72.7,77.9,72.1,2,1,1,3,0,0,3,1,3,3,3,4,4,1,0,0,1,0,0,0,0.2540033816619369,Cybersecurity Analyst
697,42.8,86.0,74.2,90.7,2,0,2,3,1,2,2,3,3,3,3,4,4,1,0,0,1,0,0,0,0.2599449072841922,Cybersecurity Analyst
698,91.9,65.9,58.2,89.2,2,1,2,3,1,1,3,2,3,2,4,4,4,1,0,0,0,1,0,0,0.7684490182242736,Cybersecurity Analyst
699,91.4,81.6,52.3,87.5,2,1,1,3,1,1,3,3,4,4,2,4,4,1,0,0,0,0,0,0,0.38513414428857373,Cybersecurity Analyst
700,71.6,62.9,74.3,100.0,2,1,3,3,2,1,3,1,5,3,3,4,4,0,0,0,0,0,0,0,0.6049883448898129,Cybersecurity Analyst
701,82.7,63.7,72.2,95.3,2,3,1,3,1,2,1,1,3,4,3,3,4,1,1,1,0,0,0,0,0.7309484554267429,Cybersecurity Analyst
702,76.0,75.5,72.5,99.6,2,1,2,3,0,1,1,3,3,3,3,3,4,1,0,0,0,0,0,0,0.371870062525031,Cybersecurity Analyst
703,94.8,62.5,52.1,86.6,1,3,3,3,1,1,2,3,2,1,2,3,5,1,0,0,0,0,0,1,0.7523516182620473,Cybersecurity Analyst
704,77.3,68.9,63.9,86.4,3,1,2,3,1,1,2,3,4,4,3,4,4,1,0,1,0,0,0,1,0.4703133182020868,Cybersecurity Analyst
705,98.8,49.8,73.3,100.0,2,0,2,3,2,1,2,1,2,3,4,4,4,1,0,1,0,0,1,0,0.5217119393360291,Cybersecurity Analyst
706,94.1,81.8,56.7,88.0,3,2,1,3,2,0,2,2,2,3,5,5,4,1,0,0,0,0,0,0,0.43779441967091354,Cybersecurity Analyst
707,79.3,77.6,69.7,84.7,2,1,1,3,1,1,2,2,2,3,3,4,4,1,0,0,0,0,0,0,0.4529174563671391,Cybersecurity Analyst
708,87.7,81.3,82.5,87.1,1,1,2,3,0,1,2,2,4,3,3,5,4,0,0,0,0,0,0,0,0.3743841380756694,Cybersecurity Analyst
709,65.1,68.3,73.6,78.6,1,1,3,3,0,2,1,1,3,4,3,4,4,1,1,1,0,0,1,0,0.4215356795825353,Cybersecurity Analyst
710,79.1,48.6,77.4,83.5,2,2,2,3,1,3,2,1,4,4,3,4,3,1,0,0,0,0,0,0,0.5445806839797196,Cybersecurity Analyst
711,70.4,87.5,67.0,81.7,2,1,1,3,1,2,1,1,2,2,4,4,4,1,0,1,0,0,0,0,0.5604731590681994,Cybersecurity Analyst
712,96.4,88.0,60.4,91.1,2,0,1,3,0,0,2,2,3,4,3,4,4,1,0,0,0,1,1,0,0.3682174074408593,Cybersecurity Analyst
713,84.0,56.1,96.0,95.5,3,0,2,3,1,0,2,2,3,4,2,4,3,1,0,0,0,0,0,0,0.33581227688233983,Cybersecurity Analyst
714,79.3,60.4,55.6,89.6,2,2,2,3,2,3,3,2,3,3,3,4,4,1,0,1,0,0,0,0,0.5289567483929319,Cybersecurity Analyst
715,78.8,59.1,75.2,90.3,2,1,2,3,2,2,2,1,3,3,5,4,4,1,0,0,0,0,0,0,0.39659211637808944,Cybersecurity Analyst
716,61.3,56.5,73.9,71.4,2,2,2,2,1,1,2,3,3,3,4,4,4,1,0,1,0,0,0,0,0.5249169006082139,Cybersecurity Analyst
717,89.0,85.2,75.0,96.8,2,1,2,3,1,2,2,2,3,5,2,4,3,1,0,0,0,0,1,0,0.44511011423467706,Cybersecurity Analyst
718,81.9,61.1,78.7,92.2,1,2,2,3,1,1,2,2,4,4,3,4,4,1,0,0,0,0,1,0,0.5362882885115935,Cybersecurity Analyst
719,75.7,68.2,60.6,86.1,3,1,1,3,1,1,3,2,3,4,4,4,5,1,0,0,0,0,0,0,0.553471688219102,Cybersecurity Analyst
720,88.4,64.7,86.7,79.7,2,0,3,3,1,0,2,2,3,5,4,3,4,1,0,1,0,0,0,0,0.5488084267803099,Cybersecurity Analyst
721,70.9,71.7,82.6,100.0,2,1,2,3,2,1,1,1,3,3,3,5,4,1,0,1,0,0,0,0,0.4598033862262807,Cybersecurity Analyst
722,83.4,64.8,70.8,93.8,3,2,2,3,0,1,1,2,3,3,4,5,4,1,0,1,0,0,0,0,0.36536198926114044,Cybersecurity Analyst
723,83.7,62.8,72.0,88.3,2,0,3,3,1,3,2,2,3,2,4,4,4,1,0,0,0,0,0,0,0.3236737789352333,Cybersecurity Analyst
724,63.3,64.1,70.2,88.9,2,2,3,3,1,1,2,1,3,3,4,4,4,1,0,0,0,0,0,0,0.3428152620011073,Cybersecurity Analyst
725,79.8,39.6,78.5,87.0,2,1,2,3,0,3,3,1,3,3,4,3,4,1,0,1,0,0,0,0,0.21590453349937444,Cybersecurity Analyst
726,83.2,68.5,76.9,65.9,3,0,2,3,0,1,2,2,3,3,2,4,4,0,0,0,0,0,0,0,0.4709679180577912,Cybersecurity Analyst
727,70.1,90.1,60.5,87.8,2,1,2,3,0,2,1,3,4,3,3,4,4,1,0,1,0,0,0,1,0.47272562076767605,Cybersecurity Analyst
728,71.1,83.9,68.0,82.2,2,0,3,3,0,0,1,1,2,2,1,4,4,1,0,0,0,0,1,0,0.6721614588136772,Cybersecurity Analyst
729,59.5,80.6,75.6,87.3,2,0,1,3,2,2,2,2,3,3,2,4,3,1,0,0,0,0,1,0,0.46138841608454406,Cybersecurity Analyst
730,79.3,55.9,79.4,86.0,1,1,3,3,2,1,2,3,3,3,3,4,4,1,0,0,0,0,0,0,0.4256337268364111,Cybersecurity Analyst
731,59.7,76.4,63.4,99.3,2,1,2,3,1,1,2,2,2,4,2,4,4,1,0,0,0,0,1,0,0.5313179130164486,Cybersecurity Analyst
732,84.7,77.8,85.8,76.5,3,2,2,3,1,2,2,3,4,4,2,4,4,0,0,0,0,0,0,0,0.5547204339960189,Cybersecurity Analyst
733,87.9,73.6,62.4,79.0,2,0,3,3,1,1,2,3,4,3,2,5,3,1,0,0,0,0,0,0,0.328720378762103,Cybersecurity Analyst
734,77.9,67.4,76.5,94.7,3,1,2,3,1,2,2,2,4,3,3,4,4,1,0,0,0,0,0,0,0.35023846160488237,Cybersecurity Analyst
735,79.5,62.7,71.4,87.0,1,1,3,2,2,2,2,3,3,3,3,4,4,1,0,0,0,0,0,0,0.5847863221293029,Cybersecurity Analyst
